"","text","vaccine"
"3439","“Now, let me try to explain this, that’s why you play four quarters of football!” https://t.co/ZVbTgr6359",0
"3440","RT @TexasTribune: Can't every rural community have broadband? @paulflahive moderates a conversation at #TribFest19 with Jordana Barton, Teresa Burnett, Eric Frederick &amp; @FourPriceTX. Register for tickets today. https://t.co/nNkOFyddjq https://t.co/WzGwC8fvyD",0
"3441",".@GSPMgwu Thanks for the shout out and for the opportunity to learn, both as a student and teacher! #firstdayofschool",0
"3442","RT @rulfumd: Saturday Spotlight: @rulfumd, @AASD_UMD &amp; @GVPTUMD alumna @WanikaFisher see Wanika now @bsosumd http://t.co/GumMG74pcL",0
"3443","RT @crfredrickson: ACS study shows how diversity is lacking on state court bench -- thanks Penn Law ACS for bringing attention to an important topic https://t.co/VXz0LrklBH",0
"3444","There's always something going on in Floyd! @ The Floyd Country Store https://t.co/CHjYz3tpcG",0
"3445","RT @GrantForSC: The 3rd fastest growing rate per capita in the WORLD.... Let that sink in folks https://t.co/ThbTwhOPjS",0
"3446","RT @KCStarOpinion: Democrats are fighting for for middle class in Kansas Legislature, writes House minority leader @RepJimWard https://t.co/E3QxWEsTiG",0
"3447","@votebarth tks Chairman Barth!  Folks can weigh in tonight @ 5:30p or tomorrow @1p, both in CCC Chambers.",0
"3448","Congratulations to our own Guy Randall Jones sworn in as Executive Director of the Tennessee District Attorneys General Conference https://t.co/QKJ7y5QX9z",0
"3449","@phlchristo @sdieckhaus @RockneMiller @Rep_TRichardson @RobVescovo @elijahhaahr @MidwayUSA @McClureForMayor @CityofSgf @PBChamber @LakeAreaChamber @CityofWashMO @DrSeanSiebert @sccmo We have the confluence of three rivers the employees will actually enjoy, the Meramec, Huzzah, and Courtois.",0
"3450","🚨 Check out our latest e-news alert for more info on my bill that would make it easier for non-profits to host successful fundraising events, our upcoming Edinboro Senior Fair, #HispanicHeritageMonth, grant $ awarded to the region + more! Click →  https://t.co/QTVW911ZJb https://t.co/gyLDXCCLZn",0
"3451","RT @urbannavajo: Utah League of Native American Voters issues statement about the misuse of Native imagery at Bountiful High School. https://t.co/9cUbWsj8TM",0
"3452","Crazy event at @TOTNC benefitting @Playconejo. Lots of celebrity sightings. @crpd @jon199 @ElectJoelPrice #promagain http://t.co/nefOyKfL5O",0
"3453","(2/2) So, if you are not able to put your ballot in the mail by Oct. 13, 2020, please use a secure drop box or satellite office location. For info on locations and hours of those go to: https://t.co/yDj3wOU6fk",0
"3454","RT @WASenDemocrats: Congratulations to our new caucus leader, Sen. Sharon Nelson! #waleg",0
"3455","Great  Cover! https://t.co/RHEDm3pAAW",0
"3456","“There are many reasons Americans of any skin color or ethnic background want to live in a single-family neighborhood, without high-density, low-income housing. If an individual buys a home protected by single-family zoning, should the federal govt have power to force changes?”",0
"3457","RT @diegokim33: I am in shock about hillary's corruption. Its worse than nixon and dilma of brasil who just got impeached for being far less corrupt https://t.co/85yjj8ZRwo",0
"3458","Science girls rock. That’s what we ingrained in Isabelle Hass since she was in grade school. Now she’s a junior at one of the best science schools in the country (Cal Poly). We were able to sneak away to wish her a happy 21st. Happy Birthday Little Miss! https://t.co/j6Rg9x73Bj",0
"3459","RT @billkellytexas: @madlinbmek @chrispaddie @MayorAdler For the record, @SylvesterTurner has met w/his friend @chrispaddie multiple times on this issue, and our office has been in contact #txlege",0
"3460","RT @NCHouseSpeaker: N.C. House Education Leaders Attending School Bond Forum: """"""""""""""""This forum is a unique opportunity to get input from leaders of local school systems how a statewide construction bond can best serve the North Carolina students they educate every day."""""""""""""""" 
 https://t.co/44Cm0htPJd #ncga",0
"3461","@MikeYoung83 Thank you!",0
"3462","Enjoyed bill hearing on spotted 🐢 awareness day. https://t.co/7Q4RLvEwLe",0
"3463","Something else Ako has been doing? During the 2010 Legislative Session the House Democrats provided $38 million for... http://bit.ly/cy4vpJ",0
"3464","Major announcement will be made Monday morning about my bill to stop sanctuary city politicians here in CO &amp; around the county. #coleg #MAGA",0
"3465","RT @ORSenateRs: Senate Republican Leader Fred Girod:➡️""""""""""""""""Democrats have made it very clear that they are the party of lawlessness and stand with violence.""""""""""""""""
Click the link to be directed to a few (of many) examples of violence &amp; lawlessness in PDX riots: https://t.co/T2crUErcWY https://t.co/jUHtundqKj",0
"3466","I always do. https://t.co/5axhNvSzUY",0
"3467","Today is the last day to vote early! You have until 8pm tonight. If you weren't able to vote during the early period time, the last chance to vote is on General Elections day - Tuesday the 6th. https://t.co/WbuQc81liI",0
"3468","Trooper Michael P. Stewart’s funeral services are being held today. He died in a car accident last Friday. Rest In Peace Trooper Stewart. https://t.co/2UgJUPZoYH",0
"3469","RT @Weinsteinlaw: Hey @realDonaldTrump and @marcorubio - you spent most of November screaming about voter fraud that didn’t exist, but when real fraud is exposed you’re silent. Why is that? https://t.co/gkyTnTB7E0",0
"3470","I was given two tickets to Royals for Tuesday, September 25th and I am looking to give them away to the first person to reach out to me.",0
"3471","@Eyal_Li1 Absolutely! Housing policy *is* climate policy.",0
"3472","No line at #MD Early Voting for my son and me http://t.co/UungsW2pCf",0
"3473","RT @mattsgorman: Again, I marvel at Dems’ feelings of betrayal when the press doesn't do exactly what they expect https://t.co/d714sgY7xc",0
"3474","RT @nocontextpawnee: https://t.co/Hlhs2L9kGA",0
"3475","Novel idea - maybe next time GOP will nominate a candidate w/ BOTH charisma &amp; some semblance of knowledge of the office of POTUS. 0-4-last-3",0
"3476","@GManwhatever @wonk_wannabe_ @BobertoSmith The best we're going to get for the Orange line any time in the next few decades is Centreville, once Metro stops catching on fire every other week and they can actually work on expansion beyond the Silver Line. That's why my budget amendment for VRE to Gainesville is important.",0
"3477","@nflcommish this is a joke. Get the refs back and pay them what they deserve. Outrageous
#nfl",0
"3478","@JasonKander I'm here for the dad jokes. Also for the voting rights info, but I'll admit, mostly for the dad jokes",0
"3479","RT @TDSColinAtagi: I'm told all animals from the Living Free Animal Sanctuary in Mountain Center were evacuated during #CranstonFire. That includes 100+ cats, 50+ dogs and a handful of horses, sheep and donkeys @MyDesert",0
"3480","RT @LCSOHelenaMT: Today we honor all those in our profession who have fallen.  May they rest in peace. https://t.co/prWOS44MFL",0
"3481","@EliNSavit @flyingfannie @johnlegend https://t.co/Wx6AOa445r",0
"3482","@MADE__USA @RodRosenstein Greater than Eleanor Roosevelt? https://t.co/Im7jXO762J",0
"3483","RT @SI_PeterKing: Heck of a job, Mark Cuban. https://t.co/h65DhQF3Rz",0
"3484","The highest use of capital is not to make more money, but to make money do more for the betterment of life.
by Henry Ford",0
"3485","New video! How do YOU feel about the current vintage cube? https://t.co/1m4IuIam6Y",0
"3486","RT @IllinoisIDES: Federal Stimulus + Unemployment Benefits FAQ https://t.co/r8zGJ5wEV1",0
"3487","RT @nvdems: Meet our Digital Organizer extraordinaire (&amp; favorite Kiwi-American), @JordyBarry! 

Jordy works to make sure Nevada Democrats across the state have the information they need to get connected with our #FirstInTheWest Caucus process. Join her: https://t.co/0jmLLqrcfZ https://t.co/uAwyzh40NC",0
"3488","Ignoring folks w/ID/DD, in my experience, is routine for @OHAOregon. Despite repeated pleas to address the needs of ppl with ID/DD in health care, behavioral health and the COVID epidemic, people with ID/DD continue to be invisible in nearly all OHA materials &amp; initiatives.#orpol",0
"3489","RT @MarkHerringVA: 🚨CONSUMER ALERT🚨 Look out for scammers who are using the #COVID19 federal stimulus package as a way to try and take money from hardworking Virginians. Remember to NEVER give your personal information out to someone unless you are absolutely sure you who they are.",0
"3490","Senator Keith Ingram Reporting News from the 89th General Assembly - AUDIO Nov. 26 #Arkansas #Prisons http://t.co/yvUsnvEvhq",0
"3491","President Obama will be in Denver Tuesday talking about education. Check out the Slide presentation,American Jobs Act http://t.co/uVa1pCtD",0
"3492","RT @CNN: Minnesota police arrest CNN reporter and camera crew as they report from protests in Minneapolis https://t.co/oZdqBti776 https://t.co/3QbeTjD5ed",0
"3493","RT @AndrewFeinberg: So @realDonaldTrump gets experimental treatments but the folks exposed to COVID working for him are on their own. https://t.co/3Fy3cxSktd",0
"3494","@GeneforTexas @TerryCanales40 Make it a high end fragrance",0
"3495","#Truth https://t.co/c6UXQnfeqi",0
"3496","I've heard that Senate GOP won't pass HJR14 unless House passes this Discriminatory Poll Tax bill first. HJR14 is Restoration of Felon Voting Rights.  #ialegis",0
"3497","Feel compelled to tweet and post on Facebook that I'm in a social media training session as part of the Toll Fellowship Program.",0
"3498","Great to know our police officers have been trained and educated about mental health! Keep up the great work! https://t.co/hPfldWNsmh",0
"3499","Shamrockin for a Cure at Verizon Wireless Ampitheater! https://t.co/f09us4zkrF",0
"3500","It’s my pleasure to receive a 100% score from the Maryland League of Conservation Voters for the 2019 Legislative session. I look forward to collaborating with my colleagues to work on sound laws and policies on environment.
https://t.co/zM6OnDZfvE https://t.co/ecMG3ivtqR",0
"3501","RT @justinamash: Trump Republicans in Congress complain about FISA abuses against elites while endorsing the Patriot Act, a.k.a. FISA abuses against you.

Nobody should be unconstitutionally surveilled by government. https://t.co/O8z8kIJED9",0
"3502","#EcoDev Bill housing highlights:

✅ $20 mil increase for the state low income housing tax credit 
✅ $50 mil for affordable housing near transit 
✅ $10 mil for climate resilient affordable housing production  
✅ Lowers voting threshold for certain local zoning changes",0
"3503",".congrats Wilds!!!!!!",0
"3504","@susanoha We're streaming this on YouTube as well, if that makes a difference, though Google is obviously another huge problematic corporate entity. In order to reach the most VTers possible, we need to use platforms many are already on given the limitations of COVID-19 in the state.",0
"3505","TCAT ‘ and Tn Community College just ROCK!! Attending the Annual Legislative Breakfast with many of my colleagues. https://t.co/odKpQ087BL",0
"3506","Unfortunately, too many of us carry our own scars from past trauma. if the terror attack in Christchhurch causes or awakens trauma for your or your neighbors, please remember that mental health services are available through the Center for Victims' hotline at 1-866-644-2882.",0
"3507","4/6 https://t.co/qkXmKgwVJ0",0
"3508","RT @Donald_McEachin: 🚨ENDORSEMENT ALERT 🚨

I am pleased to announce the support of both @VVforDelegate  and @DelRodWillett . I am honored to serve Henricoans alongside these two incredible public servants. https://t.co/g49hK7vHpt",0
"3509","For turnout, I rarely see more than 3-4 people at 600. Today I saw over 40!",0
"3510","The Iowa National Heritage Foundation is at the Capitol today to advocate for more wildlife conservation practices. Representative Bloomingdale and I talked with Anna Gray, their Public Policy Director, and discussed what the legislature can do to help. https://t.co/43GKm5pik7",0
"3511","Perspective | Education is political https://t.co/zd0whaCZYA",0
"3512","RT @LibertyBritt: Only Trump could make Governors I’ve never cared much for suddenly look like responsible heroes. 

.@TheRickWilson was right. Everything Trump touches dies.",0
"3513","@KlughGregory @reprussellott $10 ???
That was back before we won our FIRST National Championship #GOTIGERS",0
"3514","RT @AP: BREAKING: Study suggests immune system's coronavirus-fighting antibodies do not fade quickly, a hopeful sign for vaccine efforts. A report from tests on more than 30,000 people in Iceland show the antibodies last at least four months after diagnosis. https://t.co/H7DFl6c0xO",1
"3515","Eliminating these programs is pennywise, pound foolish and cruel. https://t.co/ZkLZGFsDZR",0
"3516","AB 2551 will reduce the cost of construction by millions of $$ while also dramatically speeding up the project timeline- Kim Vann,Sites JPA",0
"3517","RT @MayorTomHenry: Take a few minutes and learn about the history of black professional baseball in Fort Wayne. https://t.co/xVYUe1wMgf https://t.co/KtM8RsnGUT",0
